Product Name,Long Description,Short Description,Supplier Source,Price,Currency,Stock,Category
Clear Men Cool Sport Menthol Anti-Dandruff Shampoo (315ml),"Our day begins with that intense power workout that keep mind focused and body in shape. The harder you push yourself, the more your body will protest. From sweat to grease, from grease to dandruff. Perspiration and humidity from your intense regime could leave you with a greasy and itchy scalp that builds up to dandruff. <br><br>Specially made for men, CLEAR Men Cool Sport Menthol Shampoo is infused with Menthol to thoroughly remove all traces of grime, grease and dandruff on your hair and scalp, while providing a cooling sensation that keeps your hair and scalp feeling fresh. Achieve those power lifts without worrying about your scalp.<br><br>New Clear Men with Taurine and Triple Anti-Dandruff Technology, consist of Guar BB18, Niacinamide (Vitamin B3) and Amino Acid, to energize scalp's self defence** to remove, resist and prevent dandruff*. End recurring dandruff concern* with CLEAR. <br><br>Menthol is known for its cooling properties, it ables to provide cooling sensation that keep your hair and scalp feeling fresh all day.","Our day begins with that intense power workout that keep mind focused and body in shape. The harder you push yourself, the more your body will protest. From sweat to grease, from grease to dandruff. Perspiration and humidity from your intense regime could leave you with a greasy and itchy scalp that builds up to dandruff. 

Specially made for men, CLEAR Men Cool Sport Menthol Shampoo is infused with Menthol to thoroughly remove all traces of grime, grease and dandruff on your hair and scalp, while providing a cooling sensation that keeps your hair and scalp feeling fresh. Achieve those power lifts without worrying about your scalp.

New Clear Men with Taurine and Triple Anti-Dandruff Technology, consist of Guar BB18, Niacinamide (Vitamin B3) and Amino Acid, to energize scalp's self defence** to remove, resist and prevent dandruff*. End recurring dandruff concern* with CLEAR. 

Menthol is known for its cooling properties, it ables to provide cooling sensation that keep your hair and scalp feeling fresh all day.",https://shopee.com.my/Clear-Men-Cool-Sport-Menthol-Anti-Dandruff-Shampoo-(315ml)-i.120723581.6908059453?sp_atk=de96626b-555d-4b58-a7db-a164e238c285&xptdk=de96626b-555d-4b58-a7db-a164e238c285,18.3,MYR,17,Health&Beauty
Rejoice Shp Antifrizz 600ML,"Get smooth and fragrant hair from morning till night!<br><br>Most women start the day with good, beautiful hair but all of it starts to fade as the clock ticks. As soon as you step out the door, there’s pollution, heat, smoke and various urban tortures that by the afternoon comes – great hair day in the morning has turned into dryness, frizz, bad odor and other hair issues. Rejoice Core Collection offers solution for most of your hair needs!","Get smooth and fragrant hair from morning till night!

Most women start the day with good, beautiful hair but all of it starts to fade as the clock ticks. As soon as you step out the door, there’s pollution, heat, smoke and various urban tortures that by the afternoon comes – great hair day in the morning has turned into dryness, frizz, bad odor and other hair issues. Rejoice Core Collection offers solution for most of your hair needs!",https://shopee.com.my/Rejoice-Shp-Antifrizz-600ML-i.120723581.6951440479?sp_atk=04208bc5-cad8-4597-abf8-a946f5ff4a1a&xptdk=04208bc5-cad8-4597-abf8-a946f5ff4a1a,19.49,MYR,30,Health&Beauty
Head & Shoulders Shp Lemon Fresh 330ML,"Head & Shoulders Lemon Fresh Anti-Dandruff Shampoo (330ml)<br><br>3 Action FORMULA* *3 Action refers to Cleanse Tone Protect, with regular use<br><br>Effectively removes dandruff and prevents it from coming back*** ***visible flakes only, with regular use<br><br>Fresh, fragrant clean This formula with a citrus fragrance, cleanses away oil and dirt leaving hair feeling light, fresh and fragrant. ","Head & Shoulders Lemon Fresh Anti-Dandruff Shampoo (330ml)

3 Action FORMULA* *3 Action refers to Cleanse Tone Protect, with regular use

Effectively removes dandruff and prevents it from coming back*** ***visible flakes only, with regular use

Fresh, fragrant clean This formula with a citrus fragrance, cleanses away oil and dirt leaving hair feeling light, fresh and fragrant. ",https://shopee.com.my/Head-Shoulders-Shp-Lemon-Fresh-330ML-i.120723581.7037417434?sp_atk=75f82bcb-0fc1-4c37-9693-c836405273da&xptdk=75f82bcb-0fc1-4c37-9693-c836405273da,17.65,MYR,1,Health&Beauty
Colgate Toothbrush Slim Soft Advanced Volcanic 2S,Colgate Slim Soft ™ Advanced Volcanic Minerals Toothbrush has innovative dual core ## bristles that comes with a strong base and <0.01mm* ultra soft slim tips. These bristles are infused with absorbent volcanic minerals and has slim tips for deep clean. It is also clinically proven to make gums up to 300% healthier ++++.<br> <br> Benefits: <br> - Super thin bristle gentle deep clean <br> - Innovative dual core bristles with a strong base & <0.01 mm* ultra soft thin tip <br> - Clinically proven to make gums 4X healthier**,"Colgate Slim Soft ™ Advanced Volcanic Minerals Toothbrush has innovative dual core ## bristles that comes with a strong base and <0.01mm* ultra soft slim tips. These bristles are infused with absorbent volcanic minerals and has slim tips for deep clean. It is also clinically proven to make gums up to 300% healthier ++++.
 
 Benefits: 
 - Super thin bristle gentle deep clean 
 - Innovative dual core bristles with a strong base & <0.01 mm* ultra soft thin tip 
 - Clinically proven to make gums 4X healthier**",https://shopee.com.my/Colgate-Toothbrush-Slim-Soft-Advanced-Volcanic-2S-i.120723581.7146182011?sp_atk=fbc618bd-0f94-4249-bedc-1259cd985f35&xptdk=fbc618bd-0f94-4249-bedc-1259cd985f35,21.39,MYR,35,Health&Beauty
Safi Shower Berry Smoothie 850g,"Refreshing blend of natural mocktail fragrance uniquely formulated for each of your family’s necessities<br><br>Eliminates 99.9% of germs*<br>Rich Moisture Crème, Alcohol Free and Paraben Free<br>Enriched with natural whitening agent: Strawberry, Lime and Barley Extracts that brightens skin complexion","Refreshing blend of natural mocktail fragrance uniquely formulated for each of your family’s necessities

Eliminates 99.9% of germs*
Rich Moisture Crème, Alcohol Free and Paraben Free
Enriched with natural whitening agent: Strawberry, Lime and Barley Extracts that brightens skin complexion",https://shopee.com.my/Safi-Shower-Berry-Smoothie-850g-i.120723581.7371029215?sp_atk=21431fcf-aed6-497b-afe2-a0b0fa3cda8e&xptdk=21431fcf-aed6-497b-afe2-a0b0fa3cda8e,10.39,MYR,15,Health&Beauty
Colgate Twin Pack Habbatus Sauda Olive Toothpaste 120g,"""Fun Fact about 'Habbatus Sauda'. Scientifically known as Nigella Sativa and it's been traditionally used for generations for great health benefits.<br><br>Experience the goodness of Habbatus Sauda for healthy teeth today! Colgate Habbatus Sauda unleashes the goodness 100% natural extracts of Habbatus Sauda and Olive, to help you and your family go through everyday life with healthy smiles. With the advanced toothpaste technology of Colgate, this formulation provides up to 12-hour antibacterial mouth protection with 2 weeks continuous use. Use Colgate Habbatus Sauda Toothpaste for superior antibacterial mouth protection.Contains: 100% Habbatus Sauda and Olive natural extract <br><br>Benefit:<br>- Whole mouth antibacteria protection<br>- 12 Hours* Protection<br>*with 2 weeks continuous usage<br>- Fight cavities<br>- Vegan<br>- No Added Sugar<br>- No Added Gluten","""Fun Fact about 'Habbatus Sauda'. Scientifically known as Nigella Sativa and it's been traditionally used for generations for great health benefits.

Experience the goodness of Habbatus Sauda for healthy teeth today! Colgate Habbatus Sauda unleashes the goodness 100% natural extracts of Habbatus Sauda and Olive, to help you and your family go through everyday life with healthy smiles. With the advanced toothpaste technology of Colgate, this formulation provides up to 12-hour antibacterial mouth protection with 2 weeks continuous use. Use Colgate Habbatus Sauda Toothpaste for superior antibacterial mouth protection.Contains: 100% Habbatus Sauda and Olive natural extract 

Benefit:
- Whole mouth antibacteria protection
- 12 Hours* Protection
*with 2 weeks continuous usage
- Fight cavities
- Vegan
- No Added Sugar
- No Added Gluten",https://shopee.com.my/Colgate-Twin-Pack-Habbatus-Sauda-Olive-Toothpaste-120g-i.120723581.7586624019?sp_atk=73987ff5-ac9e-4eee-9371-31c62832940c&xptdk=73987ff5-ac9e-4eee-9371-31c62832940c,10.99,MYR,49,Health&Beauty
Colgate Naturals Pure Fresh Lemon And Aloe Vera Anticavity Toothpaste 2 x 120g,"Reconnecting with nature is known to revive our senses, rejuvenate our mind and revitalise our body for a healthy life. Colgate with over 200 years of experience, brings to you Colgate Naturals Pure Fresh Toothpaste, with Lemon oil and Aloe Vera extract, for a fresh and clean mouth.<br><br>Benefits:<br><br>- Fresh and clean mouth <br>- Refreshen breath<br>- Zesty lemon flavour<br>- Contains natural extracts of lemon & aloe vera","Reconnecting with nature is known to revive our senses, rejuvenate our mind and revitalise our body for a healthy life. Colgate with over 200 years of experience, brings to you Colgate Naturals Pure Fresh Toothpaste, with Lemon oil and Aloe Vera extract, for a fresh and clean mouth.

Benefits:

- Fresh and clean mouth 
- Refreshen breath
- Zesty lemon flavour
- Contains natural extracts of lemon & aloe vera",https://shopee.com.my/Colgate-Naturals-Pure-Fresh-Lemon-And-Aloe-Vera-Anticavity-Toothpaste-2-x-120g-i.120723581.7936304234?sp_atk=a8607661-427c-44d3-b945-7f35b43c9d1e&xptdk=a8607661-427c-44d3-b945-7f35b43c9d1e,23.59,MYR,6,Health&Beauty
Rejoice Perfume Collection Perfume Smooth Conditioner 320ml,"Product Description<br>Product Marketing<br>Peony scent crafted by an international perfume expert. For soft, smooth^ and fragrant hair.<br>^Rejoice system vs. non-conditioning shampoo<br><br>Top Note<br>English Pear, Red Berry, Muguet<br><br>Middle Note<br>Peony, French Gardenia, Freesia<br><br>Bottom Note<br>Asian Apricot, Musk, Amber<br><br>Ingredients<br>Water, Stearyl Alcohol, Behentrimonium Methosulfate, Bis-Aminopropyl Dimethicone, Cetyl Alcohol, Fragrance, Isopropyl Alcohol, Benzyl Alcohol, Disodium EDTA, Butylene Glycol, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Alcohol Denat., Methylchloroisothiazolinone, Methylisothiazolinone<br><br>Preparation and Storage<br>Preparation and Usage<br>Directions: After shampooing, apply conditioner on your damp hair.","Product Description
Product Marketing
Peony scent crafted by an international perfume expert. For soft, smooth^ and fragrant hair.
^Rejoice system vs. non-conditioning shampoo

Top Note
English Pear, Red Berry, Muguet

Middle Note
Peony, French Gardenia, Freesia

Bottom Note
Asian Apricot, Musk, Amber

Ingredients
Water, Stearyl Alcohol, Behentrimonium Methosulfate, Bis-Aminopropyl Dimethicone, Cetyl Alcohol, Fragrance, Isopropyl Alcohol, Benzyl Alcohol, Disodium EDTA, Butylene Glycol, Jasminum Officinale (Jasmine) Flower/Leaf Extract, Alcohol Denat., Methylchloroisothiazolinone, Methylisothiazolinone

Preparation and Storage
Preparation and Usage
Directions: After shampooing, apply conditioner on your damp hair.",https://shopee.com.my/Rejoice-Perfume-Collection-Perfume-Smooth-Conditioner-320ml-i.120723581.7852887484?sp_atk=1a0b456f-4b37-4cdb-a303-a728e7c2ec2f&xptdk=1a0b456f-4b37-4cdb-a303-a728e7c2ec2f,12.99,MYR,4,Health&Beauty
Gillette Mach3 Turbo 2 Cartridges,"Gillette MACH3 Turbo Razor Blades features sharper blades and delivers a closer shave without all the irritation<<br><br>Uses of Gillette Mach 3 Turbo Cartridge, 2 Count<br>Men's Grooming<br><br>Key Benefits<br>Designed with responsive blade suspension, pressure adjusting pivot, gel bar, and sharper blades<br>Responsive Blade Suspension: Spring-mounted blades that adjust to your skin<br>Pressure Adjusting Pivot: Easily glides the contours of your face; provides easy shaving experience<br>Gel Bar: Lubricates for ultimate glide while shaving<br>Sharper Blades: With turbo cutting blades, provides closer shave","Gillette MACH3 Turbo Razor Blades features sharper blades and delivers a closer shave without all the irritation<

Uses of Gillette Mach 3 Turbo Cartridge, 2 Count
Men's Grooming

Key Benefits
Designed with responsive blade suspension, pressure adjusting pivot, gel bar, and sharper blades
Responsive Blade Suspension: Spring-mounted blades that adjust to your skin
Pressure Adjusting Pivot: Easily glides the contours of your face; provides easy shaving experience
Gel Bar: Lubricates for ultimate glide while shaving
Sharper Blades: With turbo cutting blades, provides closer shave",https://shopee.com.my/Gillette-Mach3-Turbo-2-Cartridges-i.120723581.8948900173?sp_atk=a0799f09-9441-4ed3-bc98-08a177ef357b&xptdk=a0799f09-9441-4ed3-bc98-08a177ef357b,27.09,MYR,23,Health&Beauty
Carefree Super Dry Shower Fresh Scent 50 Liners x 2 Packs,"Features<br>Odor control, Everyday freshness, Body contoured shape - for a close and comfortable fit, Textured moisture-proof backing - for extra assurance, Cottony soft cover - for freshness and comfort, Wide adhesive strip - keeps liner securely in place, Contains natural plant extract - to help neutralize odor for a clean fresh feeling, Dermatologically tested against allergy and irritation<br><br>Product Marketing<br>Wear Carefree® Super Dry liners to keep you feeling fresh and dry from moderate discharge, spotting or as tampon back up. Change your liner not your panty during the day.<br><br>Other Information<br>Components: Nonwoven cover, Wood pulp, Adhesives, PE backing, Silicone-coated paper, Odor control component with natural plant extract.<br><br>Full range not available in all countries","Features
Odor control, Everyday freshness, Body contoured shape - for a close and comfortable fit, Textured moisture-proof backing - for extra assurance, Cottony soft cover - for freshness and comfort, Wide adhesive strip - keeps liner securely in place, Contains natural plant extract - to help neutralize odor for a clean fresh feeling, Dermatologically tested against allergy and irritation

Product Marketing
Wear Carefree® Super Dry liners to keep you feeling fresh and dry from moderate discharge, spotting or as tampon back up. Change your liner not your panty during the day.

Other Information
Components: Nonwoven cover, Wood pulp, Adhesives, PE backing, Silicone-coated paper, Odor control component with natural plant extract.

Full range not available in all countries",https://shopee.com.my/Carefree-Super-Dry-Shower-Fresh-Scent-50-Liners-x-2-Packs-i.120723581.8419465037?sp_atk=de4a2745-af63-4157-8aa5-dc3040cd5e82&xptdk=de4a2745-af63-4157-8aa5-dc3040cd5e82,16.45,MYR,45,Health&Beauty
